datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,snow,windspeed,winddir,visibility,uvindex,sunrise,sunset,conditions,description,icon
4/21/2022,13.9,8.3,11.1,13.9,6.4,10.5,64.7,0.46,100,8.33,0,29.7,163.7,16,6,4/21/2022 6:08:16 AM,4/21/2022 7:41:53 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
4/22/2022,21.6,11.2,15.9,21.6,11.2,15.9,43.5,0,0,0,0,18.4,267.8,15.7,10,4/22/2022 6:06:50 AM,4/22/2022 7:42:56 PM,Clear,Clear conditions throughout the day.,clear-day
4/23/2022,16.7,11.2,13.6,16.7,11.2,13.6,45.1,0.232,100,4.17,0,16.2,60.7,15.6,8,4/23/2022 6:05:24 AM,4/23/2022 7:43:59 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
4/24/2022,16.6,9.4,12.8,16.6,7.3,12.6,53.2,0,0,0,0,12.9,79.9,16,9,4/24/2022 6:04:00 AM,4/24/2022 7:45:02 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
4/25/2022,13.8,8.8,11.3,13.8,6.6,10.5,52.1,0.23,100,4.17,0,17.8,89.6,16,4,4/25/2022 6:02:36 AM,4/25/2022 7:46:05 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
4/26/2022,14.9,11.2,12.7,14.9,11.2,12.7,78.1,1.433,100,12.5,0,18,59.1,15.2,3,4/26/2022 6:01:13 AM,4/26/2022 7:47:07 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
4/27/2022,13.9,7.1,11.2,13.9,5.4,10.7,50,0.244,100,8.33,0,17.7,269,16,10,4/27/2022 5:59:52 AM,4/27/2022 7:48:10 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
4/28/2022,15.5,5.6,9.7,15.5,3.7,9.1,34.4,0.23,100,4.17,0,16.9,314.4,16,10,4/28/2022 5:58:31 AM,4/28/2022 7:49:13 PM,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
4/29/2022,18.2,6.1,11.8,18.2,4.1,11.4,24.3,0.23,100,4.17,0,18.3,249.1,15.9,10,4/29/2022 5:57:12 AM,4/29/2022 7:50:15 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
4/30/2022,20.5,8.3,13.4,20.5,6.8,13.2,29.1,0.699,100,8.33,0,18.2,267.2,15.9,10,4/30/2022 5:55:54 AM,4/30/2022 7:51:18 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
5/1/2022,20,9.3,13.8,20,9.1,13.8,50.7,0.699,100,4.17,0,16.5,128.8,16,9,5/1/2022 5:54:37 AM,5/1/2022 7:52:20 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
5/2/2022,13.3,11.7,12.4,13.3,11.7,12.4,83.7,1.717,100,25,0,23.8,36.4,15.3,2,5/2/2022 5:53:21 AM,5/2/2022 7:53:22 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
5/3/2022,17.1,11.1,13.3,17.1,11.1,13.3,75,0,0,0,0,12.9,71.9,15.9,9,5/3/2022 5:52:06 AM,5/3/2022 7:54:24 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
5/4/2022,17.8,10,13.1,17.8,10,13.1,84.9,1.978,100,33.33,0,11.2,49.4,13.7,6,5/4/2022 5:50:53 AM,5/4/2022 7:55:26 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
5/5/2022,21.8,13.8,17.4,21.8,13.8,17.4,58.7,0.46,100,8.33,0,13,314.5,16,10,5/5/2022 5:49:41 AM,5/5/2022 7:56:27 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
5/6/2022,15.7,10.6,13.2,15.7,10.6,13.2,80.3,1.902,100,66.67,0,20,96.9,14.3,2,5/6/2022 5:48:30 AM,5/6/2022 7:57:29 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
5/7/2022,10.6,8.8,9.7,10.6,4.9,7.5,86.2,2.328,100,91.67,0,36.4,37.8,14.3,1,5/7/2022 5:47:21 AM,5/7/2022 7:58:30 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
5/8/2022,15,8.3,11.3,15,4.3,10,49.7,0.009,100,8.33,0,33,37.3,16,7,5/8/2022 5:46:13 AM,5/8/2022 7:59:31 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
5/9/2022,21.6,9.3,14.7,21.6,6.5,14.1,29.5,0,0,0,0,43.8,41.5,16,10,5/9/2022 5:45:06 AM,5/9/2022 8:00:31 PM,Clear,Clear conditions throughout the day.,clear-day
5/10/2022,21.7,12.1,16.2,21.7,12.1,16.2,28.2,0.469,100,4.17,0,33,49.1,16,10,5/10/2022 5:44:01 AM,5/10/2022 8:01:32 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
5/11/2022,22.8,13.3,16.6,22.8,13.3,16.6,43.7,0,0,0,0,21.3,44.3,16,7,5/11/2022 5:42:58 AM,5/11/2022 8:02:32 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
5/12/2022,21.2,13,17.1,21.2,13,17.1,74.2,0,0,0,0,20.3,267.2,15.9,8,5/12/2022 5:41:55 AM,5/12/2022 8:03:31 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
5/13/2022,21.6,14.2,16.9,21.6,14.2,16.9,86.6,0.267,100,12.5,0,21.7,49.5,13.2,9,5/13/2022 5:40:55 AM,5/13/2022 8:04:30 PM,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
5/14/2022,20.7,14,16.8,20.7,14,16.8,90.3,2.288,100,25,0,21.5,209.1,15.5,5,5/14/2022 5:39:56 AM,5/14/2022 8:05:29 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
5/15/2022,25.6,14.2,18.6,25.6,14.2,18.6,84,0.41,100,20.83,0,15,187.9,12.2,8,5/15/2022 5:38:58 AM,5/15/2022 8:06:27 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
5/16/2022,23.8,17.3,19.9,23.8,17.3,19.9,81.3,1.042,100,20.83,0,18.2,259.3,15.3,7,5/16/2022 5:38:02 AM,5/16/2022 8:07:25 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
5/17/2022,25,14.3,19.3,25,14.3,19.3,50.8,0,0,0,0,13,268.6,15.5,9,5/17/2022 5:37:08 AM,5/17/2022 8:08:22 PM,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
5/18/2022,22.8,13.8,17.9,22.8,13.8,17.9,46.9,0,0,0,0,13,257.8,16,9,5/18/2022 5:36:16 AM,5/18/2022 8:09:18 PM,Clear,Clear conditions throughout the day.,clear-day
5/19/2022,19.9,12.4,15.4,19.9,12.4,15.4,82.3,1.94,100,45.83,0,14.6,137.4,14.1,5,5/19/2022 5:35:25 AM,5/19/2022 8:10:14 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
5/20/2022,21,13.4,16.8,21,13.4,16.8,85.5,2.148,100,12.5,0,21.7,57.9,10.2,7,5/20/2022 5:34:36 AM,5/20/2022 8:11:09 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
5/21/2022,32,16.2,23.2,33.7,16.2,23.8,75.9,0,0,0,0,14.3,257.9,9,9,5/21/2022 5:33:49 AM,5/21/2022 8:12:04 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
5/22/2022,31.2,23.4,26.5,32.2,23.4,27.1,63.6,0.699,100,8.33,0,15.9,247.3,16,9,5/22/2022 5:33:03 AM,5/22/2022 8:12:58 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
5/23/2022,24.2,16.7,20.7,24.2,16.7,20.7,48.9,0.23,100,4.17,0,18,44.3,16,10,5/23/2022 5:32:19 AM,5/23/2022 8:13:51 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
5/24/2022,20.5,15,17.3,20.5,15,17.3,61.9,3.274,100,20.83,0,22.4,31.8,16,7,5/24/2022 5:31:37 AM,5/24/2022 8:14:43 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
5/25/2022,21.1,13.8,16.3,21.1,13.8,16.3,59.6,0.469,100,4.17,0,16.6,39.8,15.7,9,5/25/2022 5:30:57 AM,5/25/2022 8:15:34 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
5/26/2022,20.6,13.8,17.1,20.6,13.8,17.1,70.2,0,0,0,0,18,351.6,16,9,5/26/2022 5:30:19 AM,5/26/2022 8:16:25 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
5/27/2022,26.1,17.9,20.5,26.1,17.9,20.5,83.9,1.519,100,4.17,0,14.6,180.1,14.2,10,5/27/2022 5:29:42 AM,5/27/2022 8:17:14 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
5/28/2022,24.2,18,20.6,24.2,18,20.6,80.8,3.554,100,29.17,0,13,260.9,15.5,9,5/28/2022 5:29:08 AM,5/28/2022 8:18:03 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
5/29/2022,26.1,17.1,21,26.1,17.1,21,61.2,0,0,0,0,14.3,43.2,16,7,5/29/2022 5:28:35 AM,5/29/2022 8:18:50 PM,Clear,Clear conditions throughout the day.,clear-day
5/30/2022,29.9,17.3,23.6,30.2,17.3,23.7,64.4,0,0,0,0,13,233.6,16,9,5/30/2022 5:28:05 AM,5/30/2022 8:19:36 PM,Clear,Clear conditions throughout the day.,clear-day
5/31/2022,33.8,20.6,28.1,34.1,20.6,28.2,54.6,0,0,0,0,25.4,269.7,15.9,10,5/31/2022 5:27:36 AM,5/31/2022 8:20:22 PM,Clear,Clear conditions throughout the day.,clear-day
6/1/2022,20.8,15.8,17.6,20.8,15.8,17.6,78.6,17.013,100,20.83,0,28.9,331.5,14.1,7,6/1/2022 5:27:09 AM,6/1/2022 8:21:06 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
6/2/2022,26.2,16.3,20.1,26.2,16.3,20.1,86.5,11.954,100,20.83,0,18.4,353.7,10.9,8,6/2/2022 5:26:44 AM,6/2/2022 8:21:49 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
6/3/2022,23.6,16.9,20.2,23.6,16.9,20.2,77.7,0,0,0,0,14.4,262.1,10.2,9,6/3/2022 5:26:21 AM,6/3/2022 8:22:30 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
6/4/2022,26.7,16.6,21.6,26.6,16.6,21.6,52.6,0,0,0,0,18.3,139.6,16,10,6/4/2022 5:26:00 AM,6/4/2022 8:23:11 PM,Clear,Clear conditions throughout the day.,clear-day
6/5/2022,25.5,17,21,25.5,17,21,39.7,0.469,100,4.17,0,15.7,81.6,16,10,6/5/2022 5:25:41 AM,6/5/2022 8:23:50 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
6/6/2022,27.1,18.3,22.2,26.6,18.3,22.1,42.7,0,0,0,0,23.6,290.9,15.9,10,6/6/2022 5:25:25 AM,6/6/2022 8:24:28 PM,Clear,Clear conditions throughout the day.,clear-day
6/7/2022,25.6,17.8,21.1,25.6,17.8,21.1,65,1.009,100,20.83,0,25.9,31.9,16,9,6/7/2022 5:25:10 AM,6/7/2022 8:25:04 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
6/8/2022,28.7,19.3,24.1,28.6,19.3,24.1,68.5,0.308,100,20.83,0,16.2,265.1,15.7,10,6/8/2022 5:24:57 AM,6/8/2022 8:25:39 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
6/9/2022,28.3,20.7,23.8,28.1,20.7,23.9,68.1,7.179,100,33.33,0,30.9,269.4,15.5,7,6/9/2022 5:24:46 AM,6/9/2022 8:26:12 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
6/10/2022,26.6,17.2,22.3,26.6,17.2,22.3,49.5,0.23,100,4.17,0,21.7,280.6,16,10,6/10/2022 5:24:37 AM,6/10/2022 8:26:44 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
6/11/2022,24.2,20,21.8,24.2,20,21.8,58.6,0.098,100,8.33,0,14.4,170.8,15.9,4,6/11/2022 5:24:30 AM,6/11/2022 8:27:14 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
6/12/2022,23.8,18.3,20,23.8,18.3,20,79.4,1.234,100,29.17,0,18,157.9,15.9,6,6/12/2022 5:24:24 AM,6/12/2022 8:27:43 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
6/13/2022,29.9,20,24.3,32.1,20,24.9,72.4,0.244,100,12.5,0,14.5,274.4,14.9,8,6/13/2022 5:24:21 AM,6/13/2022 8:28:10 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
6/14/2022,28.3,21.1,24.2,28,21.1,24.2,47.2,0,0,0,0,17.7,44.1,15.8,9,6/14/2022 5:24:20 AM,6/14/2022 8:28:35 PM,Clear,Clear conditions throughout the day.,clear-day
6/15/2022,27,19.4,22.8,27.2,19.4,22.8,62.9,0,0,0,0,22.4,241,16,10,6/15/2022 5:24:21 AM,6/15/2022 8:28:59 PM,Clear,Clear conditions throughout the day.,clear-day
6/16/2022,22.1,17.2,20.1,22.1,17.2,20.1,77.9,3.952,100,16.67,0,21.3,181.1,15.5,6,6/16/2022 5:24:24 AM,6/16/2022 8:29:21 PM,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
6/17/2022,32.1,20.6,25.9,31.9,20.6,25.9,60.4,0.23,100,4.17,0,20,257.3,15.2,10,6/17/2022 5:24:28 AM,6/17/2022 8:29:41 PM,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
6/18/2022,25,15.8,19.6,25,15.8,19.6,48.6,0,0,0,0,31.7,308.6,16,8,6/18/2022 5:24:35 AM,6/18/2022 8:29:59 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
6/19/2022,22.9,12.5,17.6,22.9,12.5,17.6,40.6,0,0,0,0,25.9,263.1,16,10,6/19/2022 5:24:43 AM,6/19/2022 8:30:16 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
6/20/2022,25.3,15,20.4,25.3,15,20.4,38.6,0,0,0,0,22.3,303.5,16,10,6/20/2022 5:24:54 AM,6/20/2022 8:30:30 PM,Clear,Clear conditions throughout the day.,clear-day
6/21/2022,25.5,17.4,21,25.5,17.4,21,54.7,1.277,100,16.67,0,18,252.5,14.1,7,6/21/2022 5:25:06 AM,6/21/2022 8:30:43 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
6/22/2022,19.4,17.2,18.4,19.4,17.2,18.4,82.8,1.268,100,16.67,0,24.1,128.8,14.3,2,6/22/2022 5:25:20 AM,6/22/2022 8:30:54 PM,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
6/23/2022,21.7,16.1,19.3,21.7,16.1,19.3,77,1.808,100,8.33,0,16.8,39.9,14.1,7,6/23/2022 5:25:36 AM,6/23/2022 8:31:03 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
6/24/2022,27.4,17.4,21.9,27.7,17.4,21.9,73.7,0,0,0,0,16.5,56.1,13.6,9,6/24/2022 5:25:53 AM,6/24/2022 8:31:10 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
6/25/2022,32.1,20.8,26.2,30.9,20.8,26,55.4,0,0,0,0,15,303.5,15.8,10,6/25/2022 5:26:12 AM,6/25/2022 8:31:15 PM,Clear,Clear conditions throughout the day.,clear-day
6/26/2022,31.4,23,26.6,31.5,23,26.7,54.1,0,0,0,0,20.5,280.2,15.8,10,6/26/2022 5:26:33 AM,6/26/2022 8:31:18 PM,Clear,Clear conditions throughout the day.,clear-day
6/27/2022,24.3,21.7,23.1,24.3,21.7,23.1,76.3,8.657,100,29.17,0,20.5,265,15.3,4,6/27/2022 5:26:56 AM,6/27/2022 8:31:20 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
6/28/2022,25,19.2,22,25,19.2,22,50.2,0,0,0,0,16.2,358.2,16,9,6/28/2022 5:27:20 AM,6/28/2022 8:31:19 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
6/29/2022,28.4,18.9,23.7,27.9,18.9,23.6,57.2,0.69,100,12.5,0,23.5,71.9,15.8,10,6/29/2022 5:27:46 AM,6/29/2022 8:31:16 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
6/30/2022,31.6,21.1,25.7,30.8,21.1,25.6,55.9,1.38,100,25,0,11.2,42.6,15.9,10,6/30/2022 5:28:14 AM,6/30/2022 8:31:11 PM,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain
7/1/2022,33.3,22.3,27.1,35.5,22.3,28.3,64.4,0,0,0,0,23.4,252.4,15.6,9,7/1/2022 5:28:43 AM,7/1/2022 8:31:04 PM,Clear,Clear conditions throughout the day.,clear-day
7/2/2022,31.1,24.3,27.3,33.3,24.3,28.4,66.9,0.938,100,4.17,0,16.2,274.5,16,8,7/2/2022 5:29:13 AM,7/2/2022 8:30:55 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
7/3/2022,31,24.3,26.8,30.1,24.3,26.7,52.4,0,0,0,0,21.5,36.4,16,10,7/3/2022 5:29:45 AM,7/3/2022 8:30:44 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
7/4/2022,29.4,19.9,25,28.6,19.9,24.7,42.2,0.469,100,4.17,0,14.4,248.4,15.7,10,7/4/2022 5:30:18 AM,7/4/2022 8:30:31 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
7/5/2022,30,21.8,24.6,30,21.8,24.7,61.6,0.83,100,20.83,0,20.7,272.2,15.7,9,7/5/2022 5:30:53 AM,7/5/2022 8:30:16 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
7/6/2022,31,23.3,26.6,31.4,23.3,27,65.1,0,0,0,0,22.3,241.8,15.9,8,7/6/2022 5:31:29 AM,7/6/2022 8:29:59 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
7/7/2022,27.8,21.7,24.6,28.3,21.7,24.7,64,0.46,100,8.33,0,20,79.6,15.9,8,7/7/2022 5:32:07 AM,7/7/2022 8:29:40 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
7/8/2022,28.8,20.6,23.1,30,20.6,23.3,79.1,2.506,100,12.5,0,14.9,246.8,15.7,9,7/8/2022 5:32:45 AM,7/8/2022 8:29:19 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
7/9/2022,29.3,22.8,25.1,29.1,22.8,25.2,61.5,0.469,100,4.17,0,16.2,22.3,15.9,10,7/9/2022 5:33:25 AM,7/9/2022 8:28:56 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
7/10/2022,28.3,20.5,23.6,28.2,20.5,23.6,56.2,0,0,0,0,20.3,89.7,16,10,7/10/2022 5:34:06 AM,7/10/2022 8:28:31 PM,Clear,Clear conditions throughout the day.,clear-day
7/11/2022,27.9,19.4,23.4,28.1,19.4,23.4,63.5,0,0,0,0,20,241,15.8,10,7/11/2022 5:34:49 AM,7/11/2022 8:28:04 PM,Clear,Clear conditions throughout the day.,clear-day
7/12/2022,31.7,21.2,26,34.3,21.2,27.1,66.8,0,0,0,0,22.3,263.8,16,9,7/12/2022 5:35:32 AM,7/12/2022 8:27:35 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
7/13/2022,32.8,24,27.8,32.8,24,27.9,56.4,0.154,100,4.17,0,18,257.9,15.9,10,7/13/2022 5:36:16 AM,7/13/2022 8:27:04 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
7/14/2022,32.1,22.8,27.2,31.9,22.8,27.4,59,0.23,100,4.17,0,16.6,233.6,16,10,7/14/2022 5:37:02 AM,7/14/2022 8:26:31 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
7/15/2022,28.9,23.4,25.8,29,23.4,25.9,56.9,0,0,0,0,17.8,229,16,10,7/15/2022 5:37:48 AM,7/15/2022 8:25:56 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
7/16/2022,28.8,22.8,24.8,30.5,22.8,25,76.5,1.711,100,12.5,0,16.6,104.9,15.8,10,7/16/2022 5:38:35 AM,7/16/2022 8:25:19 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
7/17/2022,29.3,22.2,25.6,31.1,22.2,26.2,73.4,0.014,100,4.17,0,18,32.9,16,10,7/17/2022 5:39:24 AM,7/17/2022 8:24:41 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
7/18/2022,29.8,24.2,26.6,33.3,24.2,28.1,79.4,1.154,100,37.5,0,23.5,280.2,15.3,5,7/18/2022 5:40:13 AM,7/18/2022 8:24:00 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
7/19/2022,33.8,23.3,28.4,35.3,23.3,29.2,60.7,0,0,0,0,18,268.1,16,10,7/19/2022 5:41:02 AM,7/19/2022 8:23:18 PM,Clear,Clear conditions throughout the day.,clear-day
7/20/2022,33.9,25.7,29.8,37.7,25.7,31.8,56.7,0.23,100,4.17,0,16.6,72.3,15.9,9,7/20/2022 5:41:53 AM,7/20/2022 8:22:33 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
7/21/2022,34.1,26.2,29.6,39.4,26.2,32.4,64.5,3.958,100,12.5,0,22.4,258.1,15.6,9,7/21/2022 5:42:44 AM,7/21/2022 8:21:47 PM,Rain,Clear conditions throughout the day with rain.,rain
7/22/2022,34.3,26.2,29.8,35.6,26.2,31.1,53.8,0.051,100,4.17,0,20.6,253.6,15.8,10,7/22/2022 5:43:36 AM,7/22/2022 8:20:59 PM,Rain,Clear conditions throughout the day with morning rain.,rain
7/23/2022,35.6,26.1,30,36.4,26.1,31.2,53.3,0,0,0,0,14.6,307.2,15.8,10,7/23/2022 5:44:29 AM,7/23/2022 8:20:10 PM,Clear,Clear conditions throughout the day.,clear-day
7/24/2022,35,26.2,30.7,36.6,26.2,32,52.1,0.699,100,8.33,0,23.4,242.4,16,9,7/24/2022 5:45:22 AM,7/24/2022 8:19:18 PM,Rain,Clear conditions throughout the day with afternoon rain.,rain
7/25/2022,29.9,26.6,28.2,33.9,26.6,31.3,72.9,2.952,100,25,0,18.2,251.5,15.8,4,7/25/2022 5:46:16 AM,7/25/2022 8:18:25 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
7/26/2022,29.2,22.4,25.7,28.6,22.4,25.7,57.3,1.509,100,8.33,0,23.5,298.2,15.9,5,7/26/2022 5:47:10 AM,7/26/2022 8:17:30 PM,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain
7/27/2022,30.5,23.2,25.9,30.5,23.2,26,58.5,0.934,100,8.33,0,15.7,257.1,15.7,9,7/27/2022 5:48:05 AM,7/27/2022 8:16:33 PM,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain
7/28/2022,30,23.4,27,33.7,23.4,28.5,73.1,3.662,100,8.33,0,15,210.8,15.9,9,7/28/2022 5:49:00 AM,7/28/2022 8:15:35 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
7/29/2022,29.7,23.1,26.7,30.5,23.1,27.1,62,2.008,100,8.33,0,18.4,269,15.6,4,7/29/2022 5:49:56 AM,7/29/2022 8:14:35 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
7/30/2022,30.3,23.4,26.6,29.3,23.4,26.3,49.8,0,0,0,0,22.3,63.1,16,10,7/30/2022 5:50:52 AM,7/30/2022 8:13:34 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
7/31/2022,30,21.8,25.7,29.3,21.8,25.6,53.6,0,0,0,0,20.5,251.5,16,9,7/31/2022 5:51:48 AM,7/31/2022 8:12:31 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
8/1/2022,25.3,20.3,22.1,25.3,20.3,22.1,83.4,11.675,100,33.33,0,13,139.6,11,2,8/1/2022 5:52:45 AM,8/1/2022 8:11:27 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
8/2/2022,32,22.2,26.9,33.6,22.2,27.6,64.1,0,0,0,0,16.6,248.5,15.9,8,8/2/2022 5:53:42 AM,8/2/2022 8:10:21 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
8/3/2022,32,22.5,26.9,31.1,22.5,26.9,57.4,0,0,0,0,22.3,251.5,16,10,8/3/2022 5:54:40 AM,8/3/2022 8:09:13 PM,Clear,Clear conditions throughout the day.,clear-day
8/4/2022,33.5,24.8,28.8,36.1,24.8,30.1,58.3,0,0,0,0,18.4,260.9,16,10,8/4/2022 5:55:37 AM,8/4/2022 8:08:04 PM,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
8/5/2022,32.1,26.1,28.4,33.9,26.1,29.7,58.4,0,0,0,0,16.7,43.2,16,8,8/5/2022 5:56:35 AM,8/5/2022 8:06:54 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
8/6/2022,32.8,25.3,28.8,36,25.3,30.8,61.9,0,0,0,0,20.6,231,15.8,9,8/6/2022 5:57:33 AM,8/6/2022 8:05:42 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
8/7/2022,31.7,26.1,28.6,36.6,26.1,31,70.7,2.512,100,16.67,0,26.9,250.2,15.3,7,8/7/2022 5:58:31 AM,8/7/2022 8:04:29 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
8/8/2022,33.8,25.7,29.5,38.8,25.7,32.6,68.5,0.23,100,4.17,0,16.9,241.8,15.9,10,8/8/2022 5:59:30 AM,8/8/2022 8:03:15 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
8/9/2022,36.1,26.7,30.7,41,29.5,34.7,64.8,0.28,100,12.5,0,23.7,264.1,16,9,8/9/2022 6:00:28 AM,8/9/2022 8:01:59 PM,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
8/10/2022,30.5,24.9,27.5,33,24.9,28.5,62.4,0.416,100,8.33,0,20.6,46.8,16,9,8/10/2022 6:01:27 AM,8/10/2022 8:00:42 PM,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
8/11/2022,31.8,23,26.6,30.5,23,26.5,62.8,2.847,100,12.5,0,18,314.4,15.5,9,8/11/2022 6:02:26 AM,8/11/2022 7:59:24 PM,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
8/12/2022,29.1,21.8,25.5,27.8,21.8,25.1,40.1,0,0,0,0,15,222.1,16,10,8/12/2022 6:03:24 AM,8/12/2022 7:58:05 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
8/13/2022,26.1,18.9,22.6,26.1,18.9,22.6,42,0,0,0,0,16.6,33.1,16,9,8/13/2022 6:04:23 AM,8/13/2022 7:56:44 PM,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
